App Name,App ID,Price,Rating,Number of Ratings,Developer,Size,Minimum OS Version,Content Rating,Genre,Year
Kitchen Crush Restaurant Game,6449546243,Free,4.84615,3861,BACH GAMES LTD,372169728,12,4+,Food & Drink,2023
Magic Life Counter,389762204,Free,4.13042,46,Ajfek Software,8100864,13,4+,Games,2010
Chinese Chess - China game,806988703,Free,4.79338,2149,俊杰 龚,133633024,13,4+,Strategy,2014
Idle Cook: CookingGames,1440734832,Free,4.62045,1212,"HONGKONG YUEYOO TECHNOLOGY CO., LIMITED",274342912,9,4+,Simulation,2018
Mah Jongg Tiles Solitaire,479720743,Free,4.60029,698,"CleverMedia, Inc.",132760576,12.2,4+,Strategy,2011
Castle Empire,1643664657,Free,4.65444,3244,HaoPlay Limited,1207755776,12,12+,Strategy,2023
Ammo Nation - Idle Mafia Games,6503677327,Free,4.92119,571,Wonder Rush Technology Limited,221489152,13,12+,Strategy,2024
Catalyst Black,1525298433,Free,4.51032,1744,Super Evil Mega Corp.,1108075520,11,9+,Strategy,2022
Mini Archer,1472800717,Free,4.36243,2635,"Nanovation, LLC",89572352,9,4+,Entertainment,2019
Dream Defense,1078573759,Free,4.77914,163,Altitude Games Pty Ltd,160852992,15,12+,Strategy,2016
Fish Kingdoms：Idle Arena,6446265108,Free,4.80053,2622,THE HORTOR TECHNOLOGY PTE. LTD.,487737344,10,9+,Strategy,2023
Pig Evolution,1187362853,Free,4.77156,1379,TPG TECNOLOGIA DA INFORMACAO LTDA,135587840,12,4+,Strategy,2017
Pizza Clickers,734464485,Free,4.31097,611,Tiny Games srl,24764416,5,4+,Strategy,2013
Archery Master Clash 3D Arena,6630373472,Free,4.69549,2972,"HappyTapLand Technology Co., Ltd.",432641024,12,12+,Entertainment,2024
Door Kickers,975683986,$4.99 ,4.85935,2652,KILLHOUSE GAMES SRL,999083008,10,12+,Entertainment,2015
Furious Tank: War of Worlds,1456716201,Free,4.51124,712,雅芳 朱,482875392,11,9+,Strategy,2019
MMA Manager: Fight Hard,1218811124,Free,4.65301,1977,Tilting Point LLC,371136512,11,12+,Sports,2020
BattleCry: World War Game,855212379,Free,4.33056,1322,DynamicNext Technologies Private Limited,54269952,10,12+,Entertainment,2014
Gaydorado,1229960773,Free,4.36275,2776,Moga Studios,505971712,8,17+,Strategy,2018
My Coffee Shop - Cafeteria,977278924,Free,4.33459,532,TPG TECNOLOGIA DA INFORMACAO LTDA,113743872,12,4+,Simulation,2015
Idle Sand Tycoon,6446575926,Free,4.68123,2152,Solid Games LIMITED,257993728,12,4+,Strategy,2023
Merge Tactics: Castle Defense,1503144269,Free,4.72234,886,"LoadComplete Co., Ltd",191011840,14.4,9+,Strategy,2020
Jewel Castle® - Matching Games,1459823288,Free,4.73946,2230,IVYMOBILE INTERNATIONAL ENTERPRISE LIMITED,114405376,9,4+,Strategy,2019
Shining Force Classics,1437922492,Free,4.16701,2395,Sega America,142665728,11,9+,Strategy,2018
Evil Plush Toy - Scary Nights,1602374615,Free,3.79298,570,Aleksandra Batsula,97512448,12,9+,Puzzle,2021
Hacker or Dev Tycoon? Clicker,1486555904,Free,4.40933,1307,"ALEKSPLEI, OOO",212463616,11,4+,Strategy,2019
Territorial.io,1581110913,Free,3.69107,1680,David Tschacher,5128192,14,4+,Strategy,2021
Grepolis - Divine Strategy MMO,1612262044,Free,4.15217,322,InnoGames GmbH,86687744,12,9+,Simulation,2022
Color Friend vs 100 Doors,6444357018,Free,3.81361,338,Lam Khanh,185020416,11,12+,Entertainment,2022
Kingdom Story: Brave Legion,1159292704,Free,4.65416,746,"Softnyx, Inc.",791519232,12,9+,Strategy,2016
World of Warriors: Quest,995255396,Free,4.36513,608,Mind Candy,173377536,7,9+,Adventure,2015
Mahjong Link - Connect Merge,1478695652,Free,4.65273,1411,勇林 佘,59621376,8,4+,Strategy,2019
Backgammon - The Board Game,517995893,Free,4.52194,433,LITE Games GmbH,197622784,13,17+,Strategy,2012
Delicious - Honeymoon Cruise,667631535,Free,4.2,5,Gamehouse LLC,547381248,12.4,4+,Family,2013
Zombie Night Terror,1450635907,$6.99 ,4.77053,3238,Plug In Digital,243838976,11,12+,Strategy,2019
GunboundM,1221174690,Free,4.42474,1641,"DargomStudio Co., Ltd.",278802432,12,9+,Strategy,2017
Bug Heroes 2,826442059,Free,4.7354,839,Foursaken Media,599285760,12,12+,Entertainment,2014
Country Balls: Battle World,6736465785,Free,4.68421,418,MAD PIXEL GAMES LTD,178083840,13,4+,Strategy,2024
Lordz.io - Medieval PvP Battle,1317407661,Free,4.04433,767,Spinbot,136901632,10,4+,Action,2018
Border Wars : Military Games,1609310806,Free,4.73073,2893,Faraz Khan,181765120,13,12+,Action,2022
Me Girl Celebs - Dress your way to movie stardom!,886547277,Free,4.49167,240,Frenzoo Limited,142022656,8,12+,Strategy,2015
Chess - tChess Pro,295445501,$7.99 ,4.66526,239,Tom Kerrigan,7822336,15,4+,Board,2008
Merge Duck 2: Turn Based RPG,1510104419,Free,4.86613,2682,"OneMore Technology (Shanghai) Co., Ltd.",181774336,11,9+,Strategy,2022
Battleship NETFLIX,6450798374,Free,4.70056,1416,"Netflix, Inc.",110905344,16,9+,Board,2024
RollerCoaster Tycoon NETFLIX,6451004655,Free,4.54466,918,"Netflix, Inc.",874441728,16,12+,Simulation,2024
United Front,1445379611,Free,4.55917,245,LNN Holding Limited,192005120,9,12+,Role Playing,2018
Eternal Card Game,1077866163,Free,4.5391,1317,Dire Wolf Digital LLC,93398016,11,9+,Card,2017
Over Hazed,1474055098,Free,4.75799,219,"Hour Games Co.,Ltd.",150554624,12,17+,Strategy,2021
Tic Tac Toe--,518921502,Free,4.22876,153,"Horizon Business, Inc.",21235712,12,4+,Family,2012
Empire Online (Classic MMO) HD,457821568,Free,4.79148,235,"HONGKONG LAMBDA TECHNOLOGY CO., LIMITED",172548096,12,9+,Entertainment,2011
Chef Rescue - Kitchen Master,1084460033,Free,4.64072,2441,By Aliens L.L.C-FZ,360496128,11,4+,Entertainment,2016
Sniper Shoot-ing Assassin 3D,1066297615,Free,4.38874,2184,i6 media limited,112670720,6,12+,Strategy,2015
Call of Doodie - Run to the Office Toilet in Time,983281705,Free,3.47029,589,TPG TECNOLOGIA DA INFORMACAO LTDA,40005632,6,17+,Casual,2015
Radiant Defense,512203663,Free,4.18321,131,David Peroutka,19130368,12,9+,Strategy,2012
Heroes and Castles Premium,563297418,$1.99 ,4.88971,272,Foursaken Media,528473088,8,12+,Strategy,2013
Sudoku,284921427,$2.99 ,4.53759,532,Red Key Software Corporation,15692800,12,4+,Strategy,2019
Fox Evolution - Clicker Game,1244727668,Free,4.7773,2106,TPG TECNOLOGIA DA INFORMACAO LTDA,136239104,12,4+,Entertainment,2017
Tricky Bridge: Learn & Play,1437652160,Free,4.85348,2771,Forklift Studios LLC,346851328,13,9+,Strategy,2020
Killing Kiss : BL story game,1575166602,Free,4.62924,2066,Storytaco.inc,241461248,12,12+,Entertainment,2021
Kitchen Scramble 2: World Cook,1477079218,Free,4.73374,6227,Garden City Games Ltd,147308544,11,4+,Casual,2019
Landrule Strategy of War,594185444,Free,3.51613,31,"Pixamark, LLC",100641792,12.1,4+,Entertainment,2013
Big Business Deluxe,716514727,Free,4.30307,650,Game Insight UAB,123095040,12,4+,Simulation,2013
Garden Green Beast Facility,6446783674,Free,4.53186,6748,PELI BIOTHERMAL LLC,227339264,11,9+,Strategy,2023
Prehistoric Fun Park Builder,632494400,Free,4.47308,2786,GEAR GAMES GLOBAL FZE,60751872,8,4+,Family,2013
Hot Gym,1523829592,Free,4.32699,2419,FLUSHEE LTD,242441216,10,17+,Casual,2020
Tiny Clash!,6504737841,Free,4.38014,1460,Voodoo,361990144,14,12+,Strategy,2024
Infinitode 2,1480178308,Free,4.837,1135,Vadym Sakhno,108981248,14.0.0,9+,Strategy,2021
ov,960896530,Free,4.2449,49,General Adaptive Apps Pty Ltd,13252608,8,4+,Strategy,2015
Clans of Heroes - Battle of Castle and Royal Army,767970472,Free,3.05085,118,"Chengdu Pinyou Technology Co ., Ltd.",91095040,6,9+,Strategy,2014
Desktop Tower Defense Defence - Hard Strategy Game,944766667,Free,4.27273,77,Chi Shing Fung,19030016,8,12+,Entertainment,2014
Weapon Master: Backpack Battle,6502547569,Free,4.66512,1944,Nox,326592512,13,12+,Casual,2024
Space Car Racing,6502672188,Free,4.69331,3916,"Guangzhou Duoyi Trading Co., Ltd",286365696,13,17+,Strategy,2024
Papa's Wingeria To Go!,1451873044,$1.99 ,4.54487,312,Flipline IDS LLC,73931776,8,4+,Simulation,2019
Zombie Evolution,1289732243,Free,4.72663,1979,TPG TECNOLOGIA DA INFORMACAO LTDA,134854656,12,4+,Simulation,2017
Wild Survival,6448106246,Free,4.7843,1020,"MNMFUN TECHNOLOGY CO., LIMITED",354845696,12,9+,Simulation,2023
SURV: Idle Crafting Survival,1390566374,Free,4.40197,1826,"CHERNYE MEDVEDI, OOO",208425984,9,9+,Simulation,2018
iBomber Defense Pacific,498249308,$2.99 ,3.69388,49,Cobra Mobile Limited,175715328,8,12+,Entertainment,2012
Food Voyage: Fun Cooking Game,1578803814,Free,4.75961,1223,Nguyen Sy,415230976,11,4+,Strategy,2021
Colony Attack,551555854,Free,4.43689,206,Geek Beach Ltd,101121024,12,12+,Strategy,2013
Papa's Donuteria To Go!,1462324486,$1.99 ,4.62628,487,Flipline IDS LLC,90510336,8,4+,Strategy,2019
Days Bygone: Castle Defense,1479517439,Free,4.84516,2086,Frivolition Pte. Ltd.,229106688,12,9+,Action,2019
Xeno Command,1583886883,Free,4.49301,572,ChillyRoom Inc.,485575680,12,12+,Entertainment,2022
A Way To Smash: 3D Logic Fight,6447623271,Free,4.73742,914,VLADISLAV VASILEV,236004352,12,12+,Strategy,2023
RollerCoaster Tycoon® 3,1008692660,$4.99 ,3.89438,1638,"Atari, Interactive",704599040,7,4+,Strategy,2015
Eric's Spider Solitaire!,367278729,$1.99 ,4.76396,2076,Eric Snider,54574080,12.1,4+,Card,2010
Minesweeper NETFLIX,6451006817,Free,4.78455,1230,"Netflix, Inc.",229547008,16,4+,Strategy,2024
"Hokm, Tarneeb & Spades",469024613,Free,4.69317,1157,Wumbagic Studios Private Limited,121134080,11,4+,Strategy,2012
Site Takeover-strategy io game,1573388432,Free,4.49031,465,HONG KONG YOULOFT TECHNOLOGY LIMITED,153109504,10,4+,Casual,2021
Bus Simulator : Coach Bus Game,6456410780,Free,4.43875,1249,Abdullah khan,272299008,12,12+,Role Playing,2023
MA 1 – President Simulator,1501305792,Free,4.32984,667,OXIWYLE TOV,686465024,14,9+,Entertainment,2022
Hitwicket Cricket Game 2025,1498437026,Free,4.708,2137,Metasports Media Private Limited,448422912,13,4+,Sports,2020
LALIGA FANTASY: Soccer Manager,968915185,Free,4.39157,1162,Liga Nacional de Futbol Profesional,85321728,14,17+,Games,2015
Idle Hero TD Tower Defense RPG,6479284270,Free,4.80874,549,Swell Games LLC,171823104,12,9+,Simulation,2024
REDCON,1091375305,Free,3.98753,722,David Peroutka,45387776,16.4,12+,Strategy,2016
Total City Smash: Nuclear War,6443740749,Free,4.63636,704,Serhii Varzar,132528128,12.4,4+,Action,2022
Clovis - Grand Strategy Game,6670279802,Free,4.78723,47,Studio Zero Incorporated,147756032,12,9+,Strategy,2024
Clash of Beasts: Tower Defense,1550615884,Free,4.61655,2248,Ubisoft,1374215168,13,12+,Simulation,2022
Papa's Cheeseria To Go!,1477229754,$1.99 ,4.68555,353,Flipline IDS LLC,76761088,9,4+,Simulation,2019
Bubble Shootix,440480260,Free,4.70165,486,Spooky House Studios UG (haftungsbeschraenkt),93676544,8,4+,Puzzle,2011
Era of Conquest: Warfare,1630067618,Free,4.80982,2403,4399 NET LIMITED,643075072,12,12+,Strategy,2023
Spider Solitaire  ‏‏‎‎‎‎,1573284555,Free,4.5945,9078,Tripledot Studios Limited,198780928,13,12+,Card,2021
Merge Defense 3D!,1490412270,Free,3.70765,1098,Tatem Games Inc.,165862400,13,4+,Board,2019
War Strategy,1028061848,Free,3.33333,24,DELKIPORT S.A.,344920064,8,9+,Strategy,2015
Theme Park Rush,1605801520,Free,4.60625,1760,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,132105216,11,12+,Strategy,2022
One in a Trillion,1526276749,Free,4.70537,1025,Hamlab AB,76663808,15,4+,Simulation,2020
Zombie Blast Crew,1455256869,Free,4.7736,1303,Vivid Games S.A.,274286592,10,12+,Entertainment,2019
Backpack Brawl — Hero Battles,6479175676,Free,4.65774,1531,AZUR INTERACTIVE GAMES LIMITED,382275584,13,12+,Strategy,2024
King of Thrones:Game of Empire,1178891436,Free,4.16711,377,磊 夏,170523648,9,12+,Social Networking,2016
Vikings at War,1374263134,Free,4.52276,637,sealMedia GmbH,211447808,13,17+,Action,2018
City Arena,1575478878,Free,4.69453,1555,7 Pirates Limited,2301340672,12,9+,Role Playing,2022
لعبة نداء الابطال - العاب حرب,1449132606,Free,3.63835,777,EZZIEH ELHINDI,169179136,12,17+,Entertainment,2019
Zombie Battle 3D,1184284890,Free,4.36813,182,Luis Evaristo Rodriguez Campos,61681664,8,12+,Strategy,2016
Starbase Orion,438375580,$7.99 ,4.67905,296,"Chimera Software, LLC",252155904,11.2,9+,Strategy,2011
Bubble Shooter Pop - Blast Fun,6532600617,Free,4.94453,1262,"Albayoo Co., Ltd.",128372736,12,4+,Board,2024
Backpack Hero: Merge Weapons,6717579383,Free,4.6637,898,DINO GLOBAL STUDIO PTE. LTD.,585486336,13,12+,Action,2024
Merge Tactics,1620904226,Free,4.58943,1476,Mooncake Games Limited,147771392,10,4+,Casual,2022
The King Of Ocean,1505915944,Free,4.7305,1013,WATCHWELL PTE. LTD.,576693248,11,4+,Strategy,2020
Number Puzzle: Wood Block 3D,1489019159,Free,4.42828,2454,永兴 杨,255831040,10,4+,Family,2019
Back Wars,1406814938,Free,3.6264,712,MDickie Limited,83690496,10,17+,Strategy,2019
LYSSA: Goddess of Rage,6469112395,Free,4.55208,3072,PANORAMIK GAMES LTD,560456704,14,12+,Strategy,2023
Monster Chef,1338668933,Free,4.77914,1707,Coconut Island Games Limited,418656256,9,9+,Strategy,2018
Defense Zone 3 HD,1020270390,Free,4.62385,2281,Artem Kotov,400339968,13,12+,Action,2016
European War 3 Free,531610330,Free,4.40351,114,悦 张,139409337,4.3,9+,Simulation,2012
Armello,1154749673,Free,4.31893,2085,League of Geeks Pty Ltd,849073152,9.1,12+,Board,2019
Mecha Domination: Rampage,6483211224,Free,3.8377,764,"BUILDING-BLOCKS NETWORK TECHNOLOGY CO.,LIMITED",1634288640,13,12+,Role Playing,2024
Animatronics Security Breach,1570252778,Free,4.38333,5499,Hamza Maghrioui,110282752,11,9+,Strategy,2021
ENYO,1118353232,Free,4.70361,388,Arnold Rauers,95663104,11,9+,Strategy,2016
Stick Era - The Art Of War,6443774955,Free,4.69356,979,Dung Tran,181777408,11,9+,Strategy,2022
Paradise City: Simulation Game,1112194912,Free,4.56606,772,Sparkling Society Games B.V.,163398656,12,4+,Strategy,2016
Aqueduct 101,402516081,Free,4.73267,202,"Kieffer Bros., LLC",58638336,8,4+,Entertainment,2010
Idle Defense - Idle Towers,1419674095,Free,4.67021,2635,Yarr Games SIA,136445952,8,4+,Strategy,2018
⋆Spider Solitaire+,487024834,$11.99 ,4.80607,5698,Brainium Studios LLC,162637824,12,4+,Entertainment,2012
Battle for Wesnoth,575852062,Free,4.74095,1216,"Wesnoth, Inc",664392704,7,4+,Strategy,2012
Crazy Rolling Hero,1142106736,Free,4.99162,358,Macrobian Games,154091520,9,4+,Strategy,2016
Robotek,437602797,Free,4.25298,419,David Peroutka,11061248,12,4+,Role Playing,2011
My Jigsaw Puzzles,543822916,Free,4.35921,309,OOO Rhyboo,62810112,16,4+,Puzzle,2012
Papa's Pancakeria To Go!,1438245901,$1.99 ,4.48649,407,Flipline IDS LLC,72117248,8,4+,Strategy,2018
TANKS war game,807133987,Free,2.54999,20,ALEXEY OSTROGRADSKIY,6375424,8,12+,Strategy,2014
Adorimon: Arena of Ancient,6443480229,Free,4.6643,1266,Mai Duc,225326080,11,9+,Role Playing,2022
Tree Plant - Best Merge Games,1469656142,Free,4.95702,605,鹏 郑,101390336,13,4+,Strategy,2019
League of Gamers: Games Tycoon,1218331303,Free,4.56071,453,TPG TECNOLOGIA DA INFORMACAO LTDA,116019200,12,4+,Simulation,2017
Frenzy Production Manager,1563679862,Free,4.70141,2696,Chengdu Warrior Tech Limited,188617728,11,4+,Simulation,2021
Chess - tChess Lite,296756437,$0.99 ,4.58108,74,Tom Kerrigan,6175744,15,4+,Strategy,2008
Massive Attack,1624884972,Free,4.48419,2941,Ksenia Aprelkova,666409984,11,12+,Action,2022
Tiny Auto Shop: Car Stop Baron,929265968,Free,4.58833,549,By Aliens L.L.C-FZ,220821504,13,4+,Strategy,2014
Loopy Bird,822859572,Free,3.72093,86,"Empoc, LLC",12408832,11,4+,Social Networking,2014
Slayaway Camp - Free 2 Slay,1505404015,Free,4.79179,3117,Blue Wizard Digital LP,253480960,12,17+,Strategy,2020
Martian immigrants: idle game,6470996516,Free,4.63815,1274,"Oneorwa Technology Co.,Ltd.",253415424,12,9+,Strategy,2023
My Burger Shop 2,1011387578,Free,4.31863,408,TPG TECNOLOGIA DA INFORMACAO LTDA,125591552,12,4+,Simulation,2015
Post Office: Idle Game,1388822317,Free,4.56507,1775,Murat Kul,146803712,11,4+,Simulation,2018
Devil's Attorney,562772514,$4.99 ,4.83178,1290,"SENRI, INC.",123125760,11.4,12+,Strategy,2012
The Lord Of Orcs: cool online strategy and tactics with pvp and pve,733735451,Free,3.7,10,Ragcat Limited,125715456,5.1.1,9+,Strategy,2014
Parking Tow,1575708561,Free,4.57099,1937,Coda Platform Limited,226460672,11,4+,Puzzle,2021
Hexonia,1450255214,Free,3.72183,852,"Togglegear, LLC",210238464,8,12+,Strategy,2019
Elroi : Defense War,1530504649,Free,4.80565,885,EK GAMES,215270400,12,4+,Strategy,2020
Passenger Express Train Game,6479777061,Free,4.53149,1921,Zain Abideen,231839744,13,17+,Adventure,2024
Building the China Wall,634894229,Free,4.70909,330,Nordcurrent UAB,73488384,8,4+,Casual,2013
Digfender,957253933,Free,4.74305,899,Mugshot Games Pty Ltd,488954880,13,9+,Strategy,2015
Bubble Shooter Balloon Fly,1308886071,Free,4.57315,1080,孟磊 朱,76249088,8,4+,Strategy,2017
Dynasty Origins: Pioneer,1531742963,Free,4.74784,2899,YOUZU (SINGAPORE) PTE. LTD.,3457996800,9,9+,Role Playing,2020
911 Emergency Simulator Game,1585931130,Free,4.43577,2203,Naseem Akhtar,303511552,10,4+,Role Playing,2021
Chess ⊹,1501600430,Free,4.5651,3610,California Games LLC,174697472,11,4+,Board,2020
Pop Antistress Simulator,1616801312,Free,4.41629,221,勇彬 张,184527872,13,4+,Casual,2024
Town Survival: Zombie Games,6443769549,Free,4.82158,880,Metajoy Limited,565330944,13,12+,Simulation,2023
Merge Sharks,6478132305,Free,4.74238,1739,Thomas Cooper,279443456,13,9+,Strategy,2024
Battle Simulator Counter Stick,1421647335,Free,4.63277,3717,Iurii Nikshych,106362880,9,12+,Strategy,2018
Clash of Three Kingdoms,732544456,Free,3.03846,26,Beijing Kaixin Technology Limited,682630144,12,9+,Role Playing,2013
King God Castle: Epic Defense,1526791430,Free,4.51823,1536,AWESOMEPIECE,864120832,13,12+,Strategy,2020
Weed Garden Online,968596273,Free,3.58824,51,Miho Oseto,237886464,9,17+,Simulation,2015
World Hockey Manager 2025,1167490395,Free,3.99097,1993,Gold Town Games AB,842136576,13,4+,Sports,2017
Idle Pirate Tycoon: Gold Sea,1536709412,Free,4.70821,3835,Kolibri Games GmbH,289590272,12,9+,Entertainment,2020
Chive Trivia,1671630544,Free,3.57895,95,"Rarefied Atmosphere, Inc",14845952,15,12+,Entertainment,2023
Warlands,493806952,Free,4.03448,145,"W-Cubed Studios, LLC",18863104,12,9+,Strategy,2012
Jean's Boutique 2!,429844857,Free,4.27419,62,"AFEEL, Inc.",94967808,7,4+,Entertainment,2011
ilu,1271512200,Free,4.69611,2106,Brainium Studios LLC,561431552,9,4+,Entertainment,2018
Guardians: Royal Journey,1116576581,Free,4.00814,491,"Shanghai Haypi Computers Technology Co., Ltd.",164848640,9,4+,Entertainment,2016
ci,972946618,Free,3.95918,98,General Adaptive Apps Pty Ltd,12937216,8,4+,Entertainment,2015
Rivengard,1509449529,Free,4.69449,1545,Snowprint Studios AB,241160192,11,12+,Strategy,2021
Civil War: 1863,514588332,$2.99 ,3.33333,39,Hunted Cow Studios Ltd.,316139520,16.6,12+,Simulation,2012
1944 Burning Bridges,1038913047,Free,4.00286,350,www.handy-games.com GmbH,165035008,13,9+,Strategy,2016
Animal Rescue: Pet Games,1160939879,Free,4.60846,1655,TPG TECNOLOGIA DA INFORMACAO LTDA,115266560,12,4+,Simulation,2016
Guns'n'Glory Heroes,573576947,Free,4.63265,49,www.handy-games.com GmbH,44964864,8,9+,Strategy,2013
Zoo Animal Tycoon - Wildlife,6443845369,Free,4.44391,2915,Nabeel Munawar Mughal,590641152,11,4+,Adventure,2022
Bloody West: Infamous Legends,1231464240,Free,4.2918,1292,sealMedia GmbH,199834624,13,17+,Strategy,2017
Iron Marines Invasion RTS Game,1620202676,$2.99 ,4.66085,1722,Ironhide S.A.,740411392,11,12+,Action,2022
Drop Out!,1131344092,Free,4.16406,128,"KVRMA, LLC",29715456,8,4+,Entertainment,2016
Zombie Dice,376949996,Free,4.2537,1825,Steve Jackson Games Incorporated,35448832,9.1,9+,Strategy,2010
The French and Indian War,1516620196,Free,4.53875,542,Wombi Pty Ltd,319205376,12,9+,Entertainment,2020
Village City Island Simulation,992448852,Free,4.5506,672,Sparkling Society Games B.V.,140880896,12,4+,Simulation,2015
Age of Kings: Skyward Battle,1114465602,Free,3.625,144,Galaxy Play Technology Limited,231122944,12,4+,Entertainment,2016
R'n'B and Hip Hop Song Maker,520183239,Free,3.66667,9,Jochen Heizmann,58364928,8,4+,Strategy,2012
Great Conqueror 2: Shogun,6463077055,Free,4.84119,1612,悦 张,945370112,13,9+,Simulation,2023
FreeCell Classic :),464658535,Free,4.4957,3369,"Do More Mobile, LLC.",89600000,13,17+,Strategy,2011
State of Survival: Front War,6738768686,Free,4.5122,82,FunPlus International AG,1016605696,12,12+,Strategy,2024
Tower Defense: Epic War,1176434499,Free,4.22647,1126,Bazimo GmbH,65645568,10,9+,Strategy,2016
Lucky Guy!,6736892055,Free,4.6618,958,treeplla Inc.,201555968,13,4+,Strategy,2024
Astro Builder,6737761200,Free,4.7519,395,Solid Games LIMITED,209665024,12,4+,Strategy,2024
Steel Mill Manager,1615782277,Free,4.80774,853,Chengdu Warrior Tech Limited,421296128,11,9+,Strategy,2022
The Walking Dead: All-Stars,1570395238,Free,4.76103,2063,Com2uS Holdings Corporation,1049650176,12,17+,Strategy,2022
Road of Kings - Endless Glory,1494828028,Free,4.74716,1238,"Shenzhen Sky Dragon Technology Co., Ltd.",829334528,13,17+,Role Playing,2020
Cafe Tycoon: Idle Empire Story,1294573637,Free,4.55907,3479,Romit Dodhia,261647360,12,4+,Simulation,2018
Dino Quest: Fossil Games,682455707,Free,4.54962,1068,TPG TECNOLOGIA DA INFORMACAO LTDA,128823296,12,4+,Strategy,2013
Rise of the Roman Empire: Rome,1479850525,Free,4.32278,316,QUMARON SERVICES LIMITED,301998080,13,4+,Adventure,2020
Planet Overlord,1447798839,Free,4.69745,823,弘赓 俞,333366272,9,4+,Puzzle,2019
sh,977041360,Free,3.69444,36,General Adaptive Apps Pty Ltd,13236224,8,4+,Entertainment,2015
Chicks,358348579,Free,3.02299,87,Triniti Interactive Limited,29326612,3,4+,Entertainment,2010
Pocket Guardian : mini TD war,6475385934,Free,4.52921,1215,New Story Inc.,251261952,13,9+,Simulation,2024
Heroes Of War Magic,1380346785,Free,4.61176,255,YONKO ELECTRIC CONSTRUCTION INC.,783289344,13,9+,Strategy,2020
Idle Defense Octopus Evolution,985708741,Free,4.57958,1872,Tran Anh Khoa,57562112,9,9+,Entertainment,2015
Alliance Wars: World Domination,1023683909,Free,4.61904,42,Mindstorm Studios,523310080,7,12+,Strategy,2015
Witch Arcana: Magic School,6443476959,Free,4.68673,1778,A Thinking Ape Entertainment Ltd.,545179648,12,12+,Entertainment,2023
Operation: New Earth,1098898838,Free,4.24417,557,Tilting Point LLC,233804800,13,9+,Role Playing,2016
Monster Quest - Collect and Evolve Creatures,784718381,Free,4.60304,786,TIKTAK GAMES SL,171304960,7,9+,Entertainment,2014
Dungeon Shop Tycoon,1473179794,Free,4.77146,1934,Metamoki Inc.,388188160,13,4+,Strategy,2020
Castle Champions,588935389,Free,4.70525,1123,Gamenauts,47297782,4.3,9+,Role Playing,2013
Hospital Frenzy- Doctor Games,6736673398,Free,4.96296,108,"Shenzhen Yifanshikong Technology Co.,Ltd",481292288,12,12+,Strategy,2024
War and Wit,1490806308,Free,4.30579,363,"uCool, Inc.",692779008,10,12+,Entertainment,2020
عاصفة الدبابات,908635889,Free,3.61194,67,Babil Games LLC,407153664,8,12+,Strategy,2014
Checkers Online - Dama Game,1448227760,Free,4.82843,2011,DonkeyCat GmbH,115107840,12,4+,Entertainment,2019
Total War Battles: SHOGUN,499885330,$4.99 ,4.19481,77,Sega America,666401792,10,12+,Entertainment,2012
Tower Tycoon - Idle Simulator,1353429202,Free,4.66755,3017,Adrian Zarzycki,156255232,8,4+,Simulation,2018
Underdark:Defense,6482025287,Free,4.77278,1492,SeungHo Chung,347072512,12,4+,Casual,2024
Birds Evolution Merge,1171392372,Free,4.68278,807,TPG TECNOLOGIA DA INFORMACAO LTDA,141027328,12,9+,Strategy,2016
Last Outlaws,1506589565,Free,4.60038,1061,sealMedia GmbH,660850688,12,17+,Role Playing,2020
Smash Dude® 2,999294090,Free,4.58863,1794,Firezoo Ltd,174446592,11,12+,Strategy,2017
TCG Card Scanner for Pokemon,6711355393,Free,4.73328,1166,"DAMIEN, NATHANAEL ELLEDGE",10765312,16,4+,Games,2024
Royal Castle!,1672011821,Free,4.5681,1373,Voodoo,410850304,13,12+,Simulation,2023
Sky Battleships: Total War,1532491021,Free,4.46486,811,Fun Games 3D,176872448,13,9+,Strategy,2020
1942 Pacific Front,942888267,Free,4.29148,223,www.handy-games.com GmbH,165573632,12,9+,Strategy,2015
WW2 :War Strategy Game,1614383434,Free,3.92857,28,Iftikhar Younis,559733760,11,12+,Entertainment,2022
Papa's Bakeria To Go!,1491196899,$1.99 ,4.6189,328,Flipline IDS LLC,76367872,9,4+,Strategy,2020
Creatures of Aether,1525439109,Free,4.67626,2706,Daniel Fornace,118275072,11,4+,Card,2020
Castle Kingdom™,458867396,Free,4.05372,242,Nebula Soft Inc,84043776,8,9+,Entertainment,2011
The Qin Empire,1592076754,Free,2.63636,11,TOGAADO TECH PTE. LTD.,1604386816,11,9+,Strategy,2022
Kitty Keep™,6476017989,Free,4.89889,3254,Funovus LLC,299069440,12,9+,Strategy,2024
Merge Busters: Monster Master,6504569840,Free,4.77236,123,LLP Take Top Entertainment,176694272,13,12+,Strategy,2024
Chip Chain,549294243,Free,4.77419,93,AppAbove Games LLC,45755392,8,4+,Strategy,2012
Social Tycoon - Idle Clicker,1147946787,Free,4.60656,2829,Romit Dodhia,265196544,9,4+,Strategy,2016
Terra Nil,1643974911,Free,4.52573,447,"Netflix, Inc.",924221440,16,4+,Strategy,2023
Age of History II,1453838527,$4.99 ,4.1466,3745,Lukasz Jakowski Games,534933504,7.1.2,4+,Strategy,2019
Call of Spartan,1260120626,Free,4.60111,1805,彦斌 文,411572224,10,12+,Strategy,2017
Lowlife,1616987231,Free,4.70606,1337,Coast Media House LLC,33905664,15.2,9+,Strategy,2022
